Altitude,Velocity,Yaw,Pitch,Roll,Wind_Speed,Temperature,Obstacle_Distance,Task_Type,Task_Completion_Time,Task_Success,Movement Pattern,Weather,Performance Target,Fatal_Errors
105.726111066824,21.97533494821393,110.3095617663731,26.55103832356233,-29.45410912315344,10.003958710455706,29.36744242048536,84.47091670758626,Recon,113.38782276624792,0.0,Linear,Clear,Moderate Performance,6
395.147807424612,19.300239688313248,199.84816323114785,-30.29809952311592,-25.475269440432704,16.808855010920404,17.06676913506336,41.83833377132715,Tracking,82.8754432545023,0.0,Linear,Rainy,High Performance,7
433.6578388002703,15.187159128969414,211.6769866069798,-35.61182213833061,-14.978476225748672,14.025866841767682,6.194777629018958,44.08551127025159,Surveillance,423.9300024994327,1.0,Circular,Rainy,High Performance,1
396.19045278140766,20.25852244067064,153.53990900707,-31.90360654913768,10.158924981810102,15.780812084040942,-3.1874717454011066,63.42430909775426,Object Detection,350.160805415262,0.0,Linear,Foggy,Moderate Performance,6
157.14011492033544,24.21278993895551,221.55148073550075,33.94148057086515,23.29633179069036,7.019512478521827,34.37815359080957,77.44774192759833,Recon,299.8378691988646,0.0,Random,Windy,Moderate Performance,5
401.3711689027877,36.95976832582922,29.366973220091733,2.5370335580720536,-2.403482922362233,8.093074832971004,13.538119619380147,3.378915094824864,Tracking,402.5975682309103,0.0,Random,Rainy,High Performance,1
407.5691128430564,12.502593688778065,31.60376534093759,-2.946510359324769,6.418386976455928,7.873637719812256,33.90575984928507,59.31559955271343,Tracking,506.9468798899119,1.0,Circular,Rainy,High Performance,3
363.41620626802194,18.42027758661372,61.85860572875704,-35.39593628078811,-18.69000883226633,3.8374636880900304,19.292606121658416,18.673299409737098,Object Detection,290.95417092275045,0.0,Circular,Clear,High Performance,6
406.4463731182345,42.360945611667056,186.5078992945241,13.460040608126562,18.29801003290112,1.2243331628714405,23.70960583075004,34.594951786320294,Surveillance,406.2045111280689,1.0,Circular,Clear,Low Performance,11
438.3685758710928,15.87687694335083,77.03808433139288,33.11996327055809,28.03968668120818,11.818321856544536,30.2130577189225,34.79686661552165,Tracking,574.9290008709858,1.0,Linear,Windy,Low Performance,9
345.4416456949834,23.70580586090086,101.98238525732783,29.53672823911077,-13.884064025124154,19.784333668411723,22.95777723000672,46.90603402211536,Object Detection,513.3972277652429,0.0,Random,Rainy,Low Performance,8
135.44188558787164,44.5863568743256,144.11262102227786,11.344923808272114,-0.3104429039672212,3.3365940990052567,9.902742033946886,33.41364118761734,Tracking,290.0404376713011,1.0,Random,Rainy,Moderate Performance,6
295.0511238668844,16.197012445737705,292.27180464373674,-38.22491550134937,-24.83303336961757,0.9336963979854752,15.681669196432548,10.736111845066777,Surveillance,408.1470924199612,1.0,Linear,Clear,Low Performance,13
131.059733868642,13.309473424727596,4.990368928629643,-34.88426755415883,3.548199387778105,15.59063363647866,30.15227623379399,14.562873852545144,Recon,155.61829783460746,0.0,Random,Rainy,Moderate Performance,8
263.0172124129723,29.38151980320044,233.7763752851841,-40.56219116011578,0.1670065108008316,5.051720133694484,8.68251481864921,3.343798556109767,Surveillance,362.6819798433485,0.0,Circular,Foggy,Moderate Performance,10
262.84259565025104,22.096780451141456,240.7955511746468,-21.82687051567776,-21.333810950695344,16.59287610705857,9.406072838424857,47.02490853287543,Surveillance,589.9172772147591,0.0,Circular,Clear,Low Performance,11
126.40393765609664,32.53633457935416,287.5160809283892,-32.790467955566,-3.476027212915497,14.078733340690308,-5.215494197099942,95.44476948529883,Surveillance,339.890162209362,1.0,Circular,Windy,Moderate Performance,9
239.52821358779173,42.15219561933901,335.7910580617128,-21.59567637728095,-9.953720874806203,18.91347074101609,35.72922176108739,11.567522364811657,Object Detection,560.9246815626796,0.0,Random,Clear,Low Performance,11
144.39923951652594,15.485939526109728,7.249625621744338,-10.344774985293448,1.3098525183113594,8.178544715133441,-5.448184252727914,94.6264493003082,Tracking,279.9608570717608,1.0,Circular,Rainy,Low Performance,15
423.29408400368885,33.2279633821714,55.36213398475783,39.86845056640222,5.139260125727951,13.239396789012684,22.4104588724278,73.33615147320936,Recon,599.3762066797009,1.0,Linear,Windy,High Performance,3
479.0752103857883,30.22035041559456,319.0216658601575,9.933845380352288,-29.490265283567428,9.297095616265414,10.659723940139884,63.74988029341632,Object Detection,372.7788190228813,1.0,Linear,Clear,Low Performance,13
128.92659010317544,15.763151440527984,165.06668238732553,30.147640711466607,15.66035897697332,12.61177394617087,10.280969512772115,64.52777553235629,Surveillance,82.82525688740466,1.0,Random,Foggy,High Performance,1
482.0460829166806,34.9599394211593,203.25263001604685,18.93163506410989,12.780857511704449,8.991978120154746,23.9775918286342,82.67276483962821,Recon,376.8475902133496,1.0,Linear,Foggy,Low Performance,15
309.03063973469807,20.945616714430862,238.68979334033307,-34.874718252603145,-8.022816827608668,3.7726449284814967,-6.645313368506064,10.691986437982138,Surveillance,208.2692556669822,0.0,Linear,Clear,Low Performance,12
219.8262711815496,29.5133727417605,244.46397761842945,21.23283657365539,-26.823843865870906,10.157948320067618,19.68528914757173,50.47543235655417,Surveillance,77.53991389938315,1.0,Random,Foggy,High Performance,3
130.7448301104654,13.290892971082474,335.42654519394296,-20.2411006596788,15.29595238710302,10.571684028748846,28.60158929861774,69.70911382607585,Surveillance,503.2607845351182,1.0,Circular,Foggy,High Performance,2
300.24970722816715,28.383362288544923,358.90179026820107,12.519706229523573,27.310509628687942,16.21207696520322,31.41063789432971,58.682044507356366,Recon,208.8940039696082,0.0,Circular,Foggy,Low Performance,15
417.80621779629945,22.258538721712814,259.2566859351385,-14.313422372131033,-15.590904238679148,14.710414115871624,-1.4734805303112353,83.27790710232946,Tracking,490.1362191851092,0.0,Circular,Windy,Moderate Performance,10
382.8345909066792,42.895248447414176,103.39963531385428,44.79050369381933,-10.588523175777729,13.275832478828882,34.87095250390868,7.22717090113515,Surveillance,215.63749479616817,0.0,Random,Foggy,High Performance,7
120.09040458558952,12.279149079894731,316.7108648259637,-21.28036684529,-18.971226631091103,2.2677419110514507,22.807304592372112,69.0701039499166,Tracking,164.93623109183812,0.0,Linear,Foggy,Moderate Performance,5
129.1607341471614,26.7442909967332,17.719529234674177,-19.87825763031573,4.61616740069038,14.4123258132743,34.09274004103414,53.40277303847177,Recon,585.9252100163908,1.0,Circular,Foggy,Moderate Performance,8
261.1493130530548,28.33725696525752,83.18910703481863,38.76050300061584,-20.709516321152705,10.006103127090295,14.264035855509912,37.91608639799434,Recon,255.28847698771057,0.0,Circular,Windy,Moderate Performance,5
218.1161976191773,39.000243051964745,323.0588582869374,-42.78200358273096,-8.628363392317233,17.881990722123184,17.1016672548601,34.027498223403086,Surveillance,384.74315417930666,0.0,Random,Clear,High Performance,7
192.9537292224192,32.97150300360844,92.22894519816778,17.70200890858772,11.820780836055777,18.39741868261085,35.95191385143356,62.083263277419285,Tracking,389.3900061198146,0.0,Circular,Rainy,Moderate Performance,6
212.40179956348544,36.688493487767246,79.43438146382945,20.27937516622903,3.606958980560904,1.1031318120357092,34.99547716773359,89.09953746442648,Tracking,362.655680373691,1.0,Random,Foggy,High Performance,5
421.39309731875386,41.08197142607025,49.725105530489,30.27407196693593,-6.812246140323886,16.412831207089575,12.408043668450102,49.61759261011153,Surveillance,553.9357015014559,0.0,Linear,Clear,Moderate Performance,9
471.6912214527416,44.48811894632755,309.28023275289,42.69953795746278,-4.785023891547485,0.7539478084534124,3.720631581784087,82.47231640769202,Object Detection,424.198178538109,1.0,Random,Foggy,Low Performance,13
262.0410778110266,22.55501986889882,180.0209733087912,42.80417272409872,3.726652957393768,7.343392513900453,9.65852172821321,40.21563818439675,Object Detection,278.0158222166623,1.0,Random,Windy,Low Performance,12
462.44440085299885,31.52090821455612,242.9615530994957,-39.12509181901825,-29.64811632677032,10.845999512421582,9.388216426487483,10.239446279317654,Recon,525.685407643108,1.0,Random,Clear,High Performance,6
228.5982804991528,43.604323137568,86.06389826701069,28.965539047761222,-25.28940789278341,2.962015972542549,4.343343749139697,6.150573645863855,Recon,157.77396552262078,0.0,Random,Windy,Low Performance,15
290.57479453751665,49.57804523860226,272.89455156403795,13.167894029164316,22.875484065780697,14.926276251381536,3.4289802166483287,5.133437132367757,Object Detection,353.88784910962545,0.0,Linear,Foggy,Low Performance,13
190.4115991263999,45.580772441750526,273.60199618635545,13.260792093578203,-25.327260654522554,0.1670940834427714,33.05314682398597,38.015014195766994,Object Detection,573.2972008496284,1.0,Linear,Foggy,Moderate Performance,10
356.1904168703376,24.85869050497508,112.53528896698803,-33.44850660467747,12.408215772630308,3.3719809686807367,-6.506903965766916,33.72377508358421,Object Detection,397.7147201354229,1.0,Circular,Windy,High Performance,7
491.59244606992354,17.806660688746017,147.84574788370182,13.5168449801088,25.202289846543152,11.615936597069512,23.88055910497971,71.79370236225695,Surveillance,501.1629632564332,1.0,Linear,Rainy,Moderate Performance,8
341.39723841735145,29.575701496263548,75.4884998748723,43.4234322541123,-13.758983741896134,14.287751240745848,-1.3589974271773857,74.28215015848659,Surveillance,412.9227917944041,1.0,Linear,Windy,Moderate Performance,7
243.12563364541955,39.66565807344169,351.5619683962456,37.06367125855023,-7.770513776429144,18.332862053878323,7.22529466970316,5.085396883373983,Surveillance,513.2602663104608,0.0,Circular,Foggy,Moderate Performance,10
359.12697839621137,29.702762830131903,232.4169277410282,-5.47824052756345,4.13528435068298,14.109933038692477,-6.922848293258157,22.112326288901496,Surveillance,570.0234551164315,1.0,Linear,Windy,Moderate Performance,10
149.16827138615503,29.32723453254674,336.4357970575856,-41.40468240425151,22.902538178315083,13.43558540509732,3.4986818427731023,27.42618501588997,Surveillance,207.37773286767788,1.0,Random,Rainy,Moderate Performance,7
455.4636321061595,43.529216843272025,109.21879570648794,-12.393585899981566,26.51433523562521,7.886822927013286,28.42105355586211,54.76119841428094,Surveillance,151.6169838786282,1.0,Random,Windy,Moderate Performance,5
301.23358031193453,24.45615116268745,281.4807286788803,29.375128044049973,14.37379488667608,0.0256885105360282,34.25076622736293,14.451522390695024,Recon,321.35500517957155,1.0,Circular,Rainy,Moderate Performance,10
279.7398968158568,44.39178699246583,275.70911179850714,18.13491913186494,-24.80281434871836,2.403185174712439,1.0763575951183526,13.394121940000035,Tracking,439.0057104850766,1.0,Circular,Rainy,High Performance,4
334.3459153814077,26.272192038068944,248.99603467195496,-3.659070996543925,10.149249332091046,10.691090895120784,13.177391962946093,94.3788889207958,Recon,182.6832767183967,1.0,Circular,Windy,Low Performance,12
349.913545115761,23.129324227133576,347.6300310960481,-40.0408618357052,-5.381776687640276,13.502597716888394,13.51620239686032,80.4202907297781,Tracking,62.21478323229022,1.0,Random,Windy,Moderate Performance,9
128.71032249060522,28.15959644798796,141.6799209982736,-6.579474495902765,-1.7579400305363038,8.34896567792925,33.67876528798671,18.06549020911703,Recon,245.1849625518209,0.0,Linear,Clear,Moderate Performance,6
373.046888489361,40.49787834699474,47.05823649231262,-2.787755425390486,-27.05109657928938,14.613580230567804,28.13995264379028,40.6567807905491,Recon,583.1840411526058,1.0,Random,Foggy,Moderate Performance,6
196.77267212621183,15.040081114559772,241.81518932786187,38.56999796047224,-18.53627163921851,10.437245906643575,15.653860918402492,35.56219992575655,Surveillance,435.2824287271572,1.0,Circular,Rainy,Moderate Performance,9
385.581053002636,17.856768634880694,262.55152817179425,12.697749322394351,17.430816452018867,1.4835239118862442,23.53736002358867,79.10040740654073,Surveillance,276.7157397282609,1.0,Linear,Clear,Moderate Performance,9
429.0139177536787,48.05779302652368,207.02180644517327,-16.9512375010816,-2.7624700171284147,3.8403250193589766,32.36775269546834,51.021291647812205,Tracking,163.99109256729378,1.0,Linear,Windy,Moderate Performance,8
421.5834030210081,17.019665095254297,74.45444152802266,2.2786438005649217,-11.90026550213107,16.799964464878858,-9.523052298722751,12.784973699346702,Tracking,252.28842382756332,0.0,Random,Foggy,Low Performance,10
321.0003869631556,32.709092717242186,181.604139000968,-39.0550222960056,-6.95885556210251,14.49825493248879,10.14450155250243,73.89920631562438,Surveillance,151.7132939826739,1.0,Circular,Clear,Low Performance,9
308.06795692430046,33.17257866647751,112.3883051648866,42.53114120847631,21.26397079954081,17.8952397402499,35.362158363853936,39.68879782249189,Recon,117.40514350899376,0.0,Random,Rainy,Moderate Performance,7
157.1503845357647,29.58497848200979,153.88795014000806,-12.594608826234662,14.939941044297411,2.351144982418732,27.015651542197567,26.292424763214704,Tracking,549.640881189179,1.0,Linear,Clear,Low Performance,14
410.1384601612542,35.78980994307274,232.278687304079,-1.9919380578177768,-13.661076169135033,19.80445069230148,17.142068716703733,37.54986220207201,Object Detection,598.7311827227558,0.0,Random,Rainy,High Performance,4
208.5637521786857,19.19306903190473,268.27730736870046,-13.024442318676968,-22.9498895872576,4.188134278998672,16.482226351756672,49.77565636068964,Object Detection,148.62179738172676,1.0,Random,Windy,Moderate Performance,9
298.67816912717865,32.106490711069924,83.60088872448353,16.426055710458016,-14.880106701355697,0.2355975257328402,7.388504880221888,34.311551641700945,Object Detection,89.44218179427105,1.0,Circular,Foggy,High Performance,6
213.70963717100668,24.886930209875885,145.9171298329032,14.600894249663376,25.24538706328402,19.94845878107108,16.026026682075727,24.190577259175782,Tracking,238.05479785895463,0.0,Circular,Foggy,High Performance,3
153.53134519987725,36.46669038516756,96.89816555698653,19.379007947622213,4.895330270985319,5.621477708902263,22.769159973172663,39.85020288039804,Surveillance,309.2959576111643,1.0,Linear,Foggy,Moderate Performance,9
351.8230787566946,15.64894173492598,71.50738099027288,-20.867109334927125,2.0088125246869737,13.360389050251198,10.918151921439655,1.917291074989824,Surveillance,170.60347342096142,0.0,Random,Windy,Low Performance,12
121.73281392916152,32.835096673579045,282.01939919850184,-16.589836695234062,5.78361598154769,3.533646283526104,25.7076573196087,77.24978460963139,Surveillance,222.7694523712216,1.0,Random,Rainy,High Performance,1
399.45809365048,17.410814215332948,327.33096999731725,-33.72738920134128,-8.038304055209085,11.604570643982834,33.061611363019296,17.09448935675858,Tracking,168.47019727349516,1.0,Random,Windy,Moderate Performance,7
227.03471810444665,21.145722524601457,133.28358684644763,13.995897466150131,18.426421219170763,18.080699729091187,-2.265757590756942,4.390461363063725,Tracking,478.1007069535237,0.0,Linear,Foggy,High Performance,7
100.05387720179412,18.748392012943327,270.46041277455606,-41.41825853979127,1.3971749580149897,6.403623348568772,12.577351140871222,65.36986929050792,Object Detection,444.7920893535208,1.0,Linear,Windy,High Performance,6
304.4516556948919,17.313511194752685,322.918304171188,8.791410197111318,-22.995125833872265,13.405079520887185,10.401004564254055,77.39361288236722,Tracking,402.87381851093016,1.0,Circular,Windy,High Performance,3
118.74076341104126,43.02843806242668,304.60471579088335,33.27262963664705,-22.256092510256224,3.75807177596833,24.373240202486407,81.38291315928431,Object Detection,269.0976428227706,1.0,Circular,Windy,High Performance,7
210.46782312835973,21.428302706435613,65.81281987412133,35.17489334606702,2.211548790157103,12.495907974374504,2.493373262896468,49.35091826605999,Object Detection,550.8821083096874,1.0,Circular,Rainy,Low Performance,12
382.7905949822865,47.084951274577975,344.2650773448101,-4.58660156670345,26.19421308425035,6.729007036350203,22.012545747613814,20.53681846899853,Surveillance,583.5475724289108,1.0,Random,Clear,High Performance,6
125.07584864874634,48.79706101380764,135.6035185546065,-3.662668060823364,-11.498872699428077,4.224165171759033,33.874462086574404,73.72276772498267,Tracking,153.76522881772246,1.0,Random,Clear,High Performance,7
435.73539694240094,32.8504187974839,122.12663802258108,-38.07277352927844,22.17247013155309,6.263641014072703,10.906579989681134,69.97130771543371,Surveillance,180.4268263624141,1.0,Circular,Windy,High Performance,4
101.52796906343325,15.720044906629056,22.47527782000092,15.368852289873216,15.84573519473276,3.576821370155987,35.550784998961,24.627073410317323,Surveillance,343.8407551201996,1.0,Random,Clear,Low Performance,14
198.7295476807609,24.98192973518325,175.02251547775788,28.913347833556088,-15.131253425585587,18.03832215675765,39.65818694667392,90.34077558627928,Tracking,109.27530741241245,0.0,Circular,Clear,High Performance,1
396.3616224608286,41.90929053392856,39.24490163073433,-22.981045085575825,-27.81955510102545,7.943737726342577,-4.695397502602397,10.4371458082829,Tracking,295.6821353644809,1.0,Linear,Windy,High Performance,5
226.50805989172272,24.69562914788282,89.47433553387336,-7.082920652997181,-23.88916409145704,4.905586099487347,1.652659399242932,98.26882395913256,Recon,374.1672829799635,1.0,Circular,Windy,Low Performance,14
140.7569552264054,13.480688732111547,114.0993438362213,30.495540308874325,13.709636030846411,8.968156820318658,37.518987574104656,86.02478109774646,Object Detection,341.91972841415986,1.0,Linear,Foggy,Low Performance,15
244.09356752017115,32.27139643712752,291.17747645700626,33.94084208960592,-18.0198157175612,6.410723336129911,37.91638432406934,68.78986454790751,Recon,238.6906348621341,1.0,Random,Clear,Low Performance,9
208.1573145538102,43.80483405984139,315.17591414252274,-23.113801776219667,-7.723744769676372,14.88838507626652,-5.114636230662075,93.87498882798327,Object Detection,352.9207352816917,1.0,Circular,Rainy,High Performance,2
437.084760864222,41.837055485740095,108.88787428612908,4.551357108722783,0.1019499603854896,19.424398237709887,-9.250074981143166,72.23111683237077,Object Detection,577.7525152997778,0.0,Random,Windy,Low Performance,15
225.33916703405723,17.00492560521413,309.1313236480466,-27.675616442775564,13.528090107009769,8.760673133952936,-1.944998837178888,19.0456997030046,Object Detection,171.24939831734306,1.0,Linear,Foggy,Low Performance,15
415.5729887104029,36.91058457649866,308.6031374531248,-35.83091122743991,-23.20612660445248,17.220667999444807,39.800639169112415,44.21561381128117,Surveillance,413.608933532762,0.0,Linear,Rainy,High Performance,1
456.7488579242939,18.820170537425884,275.27434213855446,37.000845125276186,-5.618015683352311,11.31726147119239,-1.0000191694656575,7.150302433163535,Surveillance,83.434214844268,0.0,Linear,Clear,Low Performance,11
273.52696783061185,18.72830138208689,52.81024104546536,28.84567538088983,-0.8956254514382742,3.1447133018846696,15.127380336101158,38.96574222881154,Tracking,95.86485841997488,1.0,Random,Foggy,High Performance,5
463.9772575417568,44.96287093220741,248.51622488426244,23.40314116228565,2.449623838292382,13.812454841626831,32.42088632152555,74.16030197372086,Object Detection,357.9872410807359,1.0,Random,Windy,Moderate Performance,7
250.92722158527715,19.986758109609205,340.2086632490048,-40.61103130681736,19.101638483713003,10.268689942516405,-8.979919465589683,38.644335093081736,Object Detection,116.6671573770927,1.0,Random,Rainy,Low Performance,8
485.6313665960433,20.52989386072045,245.7145723561765,30.93559134392318,-19.699308297406983,13.01213046504207,20.224449112922976,33.02941754681341,Object Detection,72.06726575050295,1.0,Random,Windy,Moderate Performance,8
135.7158098102292,10.026135630451982,119.38206567882024,-5.576033168515465,18.469887109597337,17.7937482514333,3.851272443481216,59.53557225103119,Surveillance,152.617018729932,0.0,Linear,Clear,High Performance,3
374.807706601297,44.82676136502071,180.2085542750993,-14.184438903372634,11.572705661799134,8.808691413120922,33.11674582198658,87.2204528998895,Tracking,365.01855233977017,1.0,Linear,Rainy,Low Performance,15
297.5256161827715,41.70379252836539,232.4610156063793,4.182872492283877,3.35224885193756,18.023552464347112,4.173057463203959,4.7583192546112425,Surveillance,439.8041154402235,0.0,Circular,Clear,High Performance,2
255.05952218225883,35.09315740362712,183.8053471422613,-36.77820815487998,11.971672224154318,15.013380285633096,24.337786014095443,38.54704346997354,Recon,169.3384246363452,0.0,Circular,Clear,Moderate Performance,6
353.0847514994404,40.01063055755369,43.183059023149134,23.09818944171589,-5.278935662900615,9.772098517559694,23.710981622369843,15.82407418152627,Recon,420.8600960924142,1.0,Random,Foggy,High Performance,3
381.5428366537325,16.081942696979674,112.34305607472744,7.41915691994663,-21.696144841912528,12.064442713159274,1.0746774429820007,69.53542507318696,Recon,158.53721879358386,1.0,Linear,Windy,Low Performance,8
101.74530786012365,28.33294378350302,288.8625709993077,-28.20689128141492,9.94591441592204,6.511622650380229,-8.260040006582495,10.572456043113489,Tracking,391.2670103808789,1.0,Linear,Rainy,Low Performance,9
166.78123549887948,24.04877549395124,310.1104965943863,-28.059102020785897,1.4803384011373346,19.671945994775484,10.462478689269863,66.48077585802446,Recon,282.4582271437314,0.0,Linear,Clear,Moderate Performance,9
385.21842025372746,13.75106105028066,49.428011777605285,-28.41762135845932,8.362488032566532,13.34702326100792,4.459657598293486,28.618087079790733,Tracking,413.05173504015306,1.0,Circular,Clear,High Performance,6
366.55416543128257,29.44521940859696,342.85923086354086,-39.86978512032594,-9.720073138290598,0.8769370499325979,30.44888748068543,19.89168137372247,Surveillance,597.3284863387935,1.0,Circular,Rainy,Low Performance,14
486.4190020514709,46.829586013705416,118.37614242549937,7.901860443451632,24.411994640390155,6.532438114960176,30.018209422767264,93.63525578249852,Surveillance,566.4211612255835,1.0,Linear,Clear,Moderate Performance,7
404.4151161003132,11.60236476202778,238.4329459430592,30.631335982965723,5.2421921145346175,12.46628867518115,12.851197609631274,1.8524576745955867,Tracking,62.31214923149596,0.0,Linear,Foggy,Low Performance,10
480.3090830925352,21.658436539751754,270.6570525444052,-43.425160741135024,-24.87585094254757,1.126665555984796,20.325611266160944,43.777727188956895,Surveillance,538.1369327556451,1.0,Linear,Foggy,Low Performance,9
381.0162006139228,18.30163744822814,292.30064446963803,-40.58958195258538,-3.0117605577342808,0.4776838263828553,20.21297579934626,2.162699246179378,Surveillance,95.90502939437393,0.0,Circular,Foggy,High Performance,1
219.22088345577723,19.52586614662785,340.4698928013348,6.549324901825123,15.38136328461806,9.000484790556051,31.35790742138117,48.3593048104329,Tracking,574.6451565263162,1.0,Linear,Foggy,Low Performance,15
142.14596890034258,46.337382075175015,112.65103729037614,28.75461168474472,17.64807370393634,6.6538035938534,11.250120706159876,50.10473777944182,Recon,212.1858667138297,1.0,Linear,Clear,High Performance,5
412.72954533797423,28.72276216937161,309.06232363855963,-15.593499848822976,-0.324176834174473,8.765972160663317,3.772333989525453,32.1662471394747,Tracking,266.2988084220863,1.0,Random,Rainy,Low Performance,8
357.6596885903664,28.65197651759275,47.407285237034536,-13.534704107305007,23.684854249878065,5.253866197600104,3.2517459070273738,13.216177752502368,Object Detection,109.48463079489304,1.0,Random,Rainy,Moderate Performance,8
119.2744049573185,40.42302569821129,253.81472628729333,8.671184774709836,-13.939893768342143,3.2943549388596183,16.809613964110206,37.63875377344753,Surveillance,120.62728949761116,1.0,Circular,Rainy,Low Performance,11
244.0201863603913,16.17968816019703,267.1119826250349,-20.32083997882677,-5.364078165704004,13.782867139606754,12.45741013661063,67.2262939932566,Tracking,452.4399052238326,0.0,Linear,Rainy,High Performance,6
482.71992619371446,29.490614164002032,243.98036683247537,-42.605247053008426,23.9158146341382,10.29142232535601,12.00603854924681,78.23958086444591,Surveillance,569.9394073040775,1.0,Linear,Windy,High Performance,2
300.1604582840805,27.19940856484239,90.83330500865507,21.17056662914365,23.775402988294736,4.003084224987337,-5.443133045514639,53.07506023881423,Recon,389.8041872753272,1.0,Random,Rainy,Moderate Performance,6
273.09165440788183,33.87642762186624,314.2955329254732,11.30849216473078,11.142766129480854,6.391788525199966,25.93018703450978,58.98343944397556,Surveillance,446.559008384478,1.0,Circular,Windy,Low Performance,9
283.0798420637176,49.98230813001754,60.7890468133422,7.268039915009318,21.53883282733321,11.83615815326652,0.6868343990955346,20.06163711246527,Tracking,471.46366208246286,1.0,Random,Windy,Low Performance,13
183.55308960206548,40.77795576328188,19.3085249474991,21.75157160926408,-24.67360398262604,1.444586965449557,-0.1523184895639318,28.733033322764943,Recon,201.9197082585885,1.0,Random,Foggy,Moderate Performance,8
247.4828683459181,25.91462812069709,258.2873966202884,15.770775380583371,21.899698572466576,2.949060185323591,10.637916013869674,16.18956100523584,Recon,84.42400069691607,1.0,Random,Windy,Low Performance,8
247.92530239487064,43.10212209096188,171.17125748378413,-26.470621063951096,-10.762805606986394,1.4649120821478023,1.3889170808900708,24.929535000461133,Recon,61.01128171635104,1.0,Random,Clear,Low Performance,13
